03-22 15:25:45.183 10779             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:513 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:45.583 10779             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:390 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:45.894 10779             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:314 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:46.264 10779             Hessdroid  D  DATA Sent:1469 Recv:101 RTT:352 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:49.347 10721             Hessdroid  D  DATA Sent:1479 Recv:102 RTT:1110 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:50.268 10721             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:920 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:51.119 10721             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:849 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:51.359 10721             Hessdroid  D  DATA Sent:1469 Recv:101 RTT:229 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:51.650 10721             Hessdroid  D  DATA Sent:1479 Recv:102 RTT:296 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:51.970 10721             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:316 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:58.207 10708             Hessdroid  D  DATA Sent:1479 Recv:102 RTT:1420 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:58.527 10708             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:313 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:58.887 10708             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:362 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:59.218 10708             Hessdroid  D  DATA Sent:1469 Recv:101 RTT:323 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:59.528 10708             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:303 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:25:59.818 10708             Hessdroid  D  DATA Sent:1469 Recv:101 RTT:291 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:02.912 10778             Hessdroid  D  DATA Sent:1479 Recv:102 RTT:1375 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:03.853 10778             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:935 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:04.984 10778             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:1126 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:05.915 10778             Hessdroid  D  DATA Sent:1469 Recv:101 RTT:921 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:06.876 10778             Hessdroid  D  DATA Sent:1479 Recv:102 RTT:958 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:07.557 10778             Hessdroid  D  DATA Sent:1469 Recv:102 RTT:673 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:12.972 10786             Hessdroid  D  DATA Sent:1479 Recv:103 RTT:1882 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:13.303 10786             Hessdroid  D  DATA Sent:1469 Recv:101 RTT:328 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:13.543 10786             Hessdroid  D  DATA Sent:1479 Recv:102 RTT:234 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:13.843 10786             Hessdroid  D  DATA Sent:1469 Recv:101 RTT:299 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:14.134 10786             Hessdroid  D  DATA Sent:1479 Recv:101 RTT:280 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityDurationStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
03-22 15:26:14.384 10786             Hessdroid  D  DATA Sent:1469 Recv:101 RTT:246 Rcode:200 meth:com.wavemarket.finder.core.v2.api.HistoryService.getActivityStatsForContact_TAuthToken_long_long_List_date_date_TTimeWindow()
